GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1600000US2627440,2627440,"Farmington Hills city, Michigan",35898,1723,21769,1533,14129,1584
1600000US2629000,2629000,"Flint city, Michigan",41191,1948,23744,1862,17447,1694
1600000US2634000,2634000,"Grand Rapids city, Michigan",73510,2362,40126,2404,33384,2350
1600000US2642160,2642160,"Kalamazoo city, Michigan",27971,1480,12579,1219,15392,1560
1600000US2646000,2646000,"Lansing city, Michigan",47461,1668,23941,1362,23520,1488
1600000US2649000,2649000,"Livonia city, Michigan",36091,1498,30174,1485,5917,806
1600000US2669035,2669035,"Rochester Hills city, Michigan",27893,1245,20929,1322,6964,1088
1600000US2674900,2674900,"Southfield city, Michigan",31724,1642,15568,1304,16156,1516
1600000US2676460,2676460,"Sterling Heights city, Michigan",47914,1691,34233,1687,13681,1841
1600000US2680700,2680700,"Troy city, Michigan",30838,1198,22612,1204,8226,906
1600000US2684000,2684000,"Warren city, Michigan",52262,1880,37102,2022,15160,1762
1600000US2686000,2686000,"Westland city, Michigan",32739,1742,19367,1287,13372,1546
1600000US2688940,2688940,"Wyoming city, Michigan",28127,1666,18332,1408,9795,1449
1600000US2706616,2706616,"Bloomington city, Minnesota",36472,1386,24239,1523,12233,1248
1600000US2707966,2707966,"Brooklyn Park city, Minnesota",27562,1354,18620,1341,8942,1453
1600000US2717000,2717000,"Duluth city, Minnesota",35025,1520,20947,1232,14078,1262
1600000US2743000,2743000,"Minneapolis city, Minnesota",165854,3196,80029,2516,85825,2981
1600000US2751730,2751730,"Plymouth city, Minnesota",29100,1071,21004,1276,8096,1110
1600000US2754880,2754880,"Rochester city, Minnesota",43101,1150,30216,1111,12885,1168
1600000US2756896,2756896,"St. Cloud city, Minnesota",25168,1440,13575,1266,11593,1372
1600000US2758000,2758000,"St. Paul city, Minnesota",111917,2232,56071,2576,55846,2549
1600000US2829700,2829700,"Gulfport city, Mississippi",28760,1670,15561,1829,13199,1363
1600000US2836000,2836000,"Jackson city, Mississippi",62721,1998,32875,2044,29846,1969
1600000US2915670,2915670,"Columbia city, Missouri",44645,1804,21101,1751,23544,1773
1600000US2935000,2935000,"Independence city, Missouri",47027,1898,32683,1689,14344,1793
1600000US2938000,2938000,"Kansas City city, Missouri",192367,3215,102778,3021,89589,3332
1600000US2941348,2941348,"Lee's Summit city, Missouri",33388,1380,24153,1610,9235,1551
1600000US2954074,2954074,"O'Fallon city, Missouri",29609,1263,23892,1589,5717,1371
1600000US2964082,2964082,"St. Charles city, Missouri",26069,1424,16569,1333,9500,1132
1600000US2964550,2964550,"St. Joseph city, Missouri",29302,1174,17673,1252,11629,1153
1600000US2965000,2965000,"St. Louis city, Missouri",139930,2646,61932,2699,77998,2913
1600000US2970000,2970000,"Springfield city, Missouri",70268,2055,32443,1920,37825,2564
1600000US3006550,3006550,"Billings city, Montana",44587,1274,27981,1598,16606,1552
1600000US3050200,3050200,"Missoula city, Montana",29323,1343,13888,1446,15435,1775
1600000US3128000,3128000,"Lincoln city, Nebraska",106373,1960,59400,2051,46973,2392
1600000US3137000,3137000,"Omaha city, Nebraska",166736,2769,93990,2695,72746,2601
1600000US3223770,3223770,"Enterprise CDP, Nevada",42518,3187,23483,2420,19035,2461
1600000US3231900,3231900,"Henderson city, Nevada",100083,2970,60566,3018,39517,2544
1600000US3240000,3240000,"Las Vegas city, Nevada",216779,4260,115847,3966,100932,4408
1600000US3251800,3251800,"North Las Vegas city, Nevada",67526,2278,37317,2416,30209,2226
1600000US3254600,3254600,"Paradise CDP, Nevada",89883,3348,35769,2403,54114,2790
1600000US3260600,3260600,"Reno city, Nevada",88816,2918,41806,2194,47010,2547
1600000US3268400,3268400,"Sparks city, Nevada",36038,1481,20809,1709,15229,1553
1600000US3268585,3268585,"Spring Valley CDP, Nevada",68074,3372,30628,2321,37446,2814
1600000US3271400,3271400,"Sunrise Manor CDP, Nevada",60442,2391,30280,1843,30162,1930
1600000US3345140,3345140,"Manchester city, New Hampshire",45059,1836,21869,1921,23190,1832
1600000US3350260,3350260,"Nashua city, New Hampshire",35315,1568,20791,1655,14524,1415
1600000US3410000,3410000,"Camden city, New Jersey",24329,1625,9130,1301,15199,1524
1600000US3413690,3413690,"Clifton city, New Jersey",29318,1243,17893,1542,11425,1559
1600000US3419390,3419390,"East Orange city, New Jersey",25894,1465,6658,933,19236,1569
1600000US3421000,3421000,"Elizabeth city, New Jersey",39054,1781,9664,1229,29390,1931
1600000US3436000,3436000,"Jersey City city, New Jersey",97144,2590,28956,2213,68188,3199
1600000US3451000,3451000,"Newark city, New Jersey",92479,2473,20422,1541,72057,2533
1600000US3456550,3456550,"Passaic city, New Jersey",18766,1169,3800,732,14966,1137
1600000US3457000,3457000,"Paterson city, New Jersey",43838,1899,11403,1412,32435,1985
1600000US3473110,3473110,"Toms River CDP, New Jersey",33978,1748,27384,1710,6594,992
1600000US3474000,3474000,"Trenton city, New Jersey",28599,2009,10259,1623,18340,1585
1600000US3474630,3474630,"Union City city, New Jersey",23268,1252,4512,762,18756,1331
1600000US3502000,3502000,"Albuquerque city, New Mexico",224301,2994,134469,3919,89832,4033
1600000US3539380,3539380,"Las Cruces city, New Mexico",37176,1445,21377,1831,15799,1905
1600000US3563460,3563460,"Rio Rancho city, New Mexico",31603,1139,25622,1471,5981,1138
1600000US3570500,3570500,"Santa Fe city, New Mexico",32287,1230,18828,1282,13459,1267
1600000US3601000,3601000,"Albany city, New York",39405,1714,15641,1551,23764,1838
1600000US3611000,3611000,"Buffalo city, New York",109765,2451,45956,2416,63809,3082
1600000US3615000,3615000,"Cheektowaga CDP, New York",32471,1242,24068,1354,8403,1132
1600000US3649121,3649121,"Mount Vernon city, New York",25958,1513,10080,992,15878,1579
1600000US3650617,3650617,"New Rochelle city, New York",27758,1233,14217,1281,13541,1338
1600000US3651000,3651000,"New York city, New York",3085814,9466,979125,11599,2106689,12933
1600000US3663000,3663000,"Rochester city, New York",87060,2497,32759,1887,54301,2521
1600000US3665508,3665508,"Schenectady city, New York",24356,1324,10964,1186,13392,1260
1600000US3673000,3673000,"Syracuse city, New York",54939,2273,22122,1599,32817,2054
1600000US3684000,3684000,"Yonkers city, New York",72546,2606,34126,2298,38420,2278
1600000US3702140,3702140,"Asheville city, North Carolina",35149,1842,19465,1557,15684,1813
1600000US3710740,3710740,"Cary town, North Carolina",54559,1583,35559,1676,19000,1753
1600000US3712000,3712000,"Charlotte city, North Carolina",295863,4105,160794,4120,135069,4226
1600000US3714100,3714100,"Concord city, North Carolina",28641,1478,20094,1420,8547,1186
1600000US3719000,3719000,"Durham city, North Carolina",99680,1897,49258,2174,50422,2625
1600000US3722920,3722920,"Fayetteville city, North Carolina",77417,1872,37453,1844,39964,2042
1600000US3725580,3725580,"Gastonia city, North Carolina",26495,1237,14622,1236,11873,1060
1600000US3728000,3728000,"Greensboro city, North Carolina",112287,2903,56980,2553,55307,2865
1600000US3728080,3728080,"Greenville city, North Carolina",37154,1723,12301,1642,24853,2091
1600000US3731400,3731400,"High Point city, North Carolina",42965,1842,25183,1710,17782,1604
1600000US3734200,3734200,"Jacksonville city, North Carolina",21225,1602,8271,1048,12954,1705
1600000US3755000,3755000,"Raleigh city, North Carolina",166003,3788,83378,3411,82625,3935
1600000US3774440,3774440,"Wilmington city, North Carolina",46045,1908,22095,1721,23950,1777
1600000US3775000,3775000,"Winston-Salem city, North Carolina",93303,2226,49642,2170,43661,2320
1600000US3825700,3825700,"Fargo city, North Dakota",47781,1743,21478,1421,26303,1911
1600000US3901000,3901000,"Akron city, Ohio",83193,2308,43588,2395,39605,2907
1600000US3912000,3912000,"Canton city, Ohio",30702,1854,16917,1437,13785,1327
1600000US3915000,3915000,"Cincinnati city, Ohio",130255,2747,48644,2643,81611,2973
1600000US3916000,3916000,"Cleveland city, Ohio",162717,4028,66966,2890,95751,3374
1600000US3918000,3918000,"Columbus city, Ohio",329502,4256,149381,4486,180121,5274
1600000US3921000,3921000,"Dayton city, Ohio",55458,2419,27450,1803,28008,1828
1600000US3944856,3944856,"Lorain city, Ohio",25319,1366,15223,1251,10096,1147
1600000US3961000,3961000,"Parma city, Ohio",33073,1752,23548,1928,9525,1308
1600000US3977000,3977000,"Toledo city, Ohio",118004,2726,63667,2613,54337,3154
1600000US3988000,3988000,"Youngstown city, Ohio",25506,1685,14773,1068,10733,1134
1600000US4009050,4009050,"Broken Arrow city, Oklahoma",37183,1328,28685,1284,8498,978
1600000US4023200,4023200,"Edmond city, Oklahoma",28967,1170,19658,1190,9309,1094
1600000US4041850,4041850,"Lawton city, Oklahoma",34240,1427,17992,1429,16248,1534
1600000US4052500,4052500,"Norman city, Oklahoma",44294,2011,24624,1797,19670,1787
1600000US4055000,4055000,"Oklahoma City city, Oklahoma",228620,2904,133957,3835,94663,3465
1600000US4075000,4075000,"Tulsa city, Oklahoma",163293,1912,83930,1963,79363,1992
1600000US4105350,4105350,"Beaverton city, Oregon",36608,1811,16655,1875,19953,1539
1600000US4105800,4105800,"Bend city, Oregon",32379,1498,20434,1791,11945,1646
1600000US4123850,4123850,"Eugene city, Oregon",67678,2122,33528,2123,34150,1784
1600000US4131250,4131250,"Gresham city, Oregon",39267,2159,20863,2165,18404,1489
1600000US4134100,4134100,"Hillsboro city, Oregon",32400,1603,17711,1486,14689,1270
1600000US4147000,4147000,"Medford city, Oregon",29499,1884,16123,1687,13376,1544
1600000US4159000,4159000,"Portland city, Oregon",248698,3159,132005,3960,116693,3885
1600000US4164900,4164900,"Salem city, Oregon",56923,2047,31491,2255,25432,2394
1600000US4202000,4202000,"Allentown city, Pennsylvania",42194,1748,20055,2000,22139,1647
1600000US4206088,4206088,"Bethlehem city, Pennsylvania",30601,1962,15029,1196,15572,1608
1600000US4224000,4224000,"Erie city, Pennsylvania",42224,1699,20635,1264,21589,1614
1600000US4260000,4260000,"Philadelphia city, Pennsylvania",579874,5204,302551,6569,277323,6610
1600000US4261000,4261000,"Pittsburgh city, Pennsylvania",131513,2924,62733,2063,68780,2999
1600000US4263624,4263624,"Reading city, Pennsylvania",29594,1513,12242,1260,17352,1536
1600000US4269000,4269000,"Scranton city, Pennsylvania",29796,1259,14109,1150,15687,1085
1600000US4419180,4419180,"Cranston city, Rhode Island",29814,1690,20465,1424,9349,1365
1600000US4454640,4454640,"Pawtucket city, Rhode Island",28660,1642,12424,1170,16236,1511
1600000US4459000,4459000,"Providence city, Rhode Island",61892,1937,21212,1944,40680,2244
1600000US4474300,4474300,"Warwick city, Rhode Island",35480,1306,24241,1667,11239,1599
1600000US4513330,4513330,"Charleston city, South Carolina",52784,2099,27819,1869,24965,1815
1600000US4516000,4516000,"Columbia city, South Carolina",42244,2284,19912,1719,22332,1603
1600000US4548535,4548535,"Mount Pleasant town, South Carolina",27990,1818,17998,2140,9992,1641
1600000US4550875,4550875,"North Charleston city, South Carolina",36884,1882,17993,1786,18891,1630
1600000US4561405,4561405,"Rock Hill city, South Carolina",26900,1640,12516,1203,14384,1567
1600000US4652980,4652980,"Rapid City city, South Dakota",27473,1419,15484,1113,11989,1404
1600000US4659020,4659020,"Sioux Falls city, South Dakota",63044,1557,36421,1549,26623,1887
1600000US4714000,4714000,"Chattanooga city, Tennessee",69166,2475,36564,2290,32602,2318
1600000US4715160,4715160,"Clarksville city, Tennessee",49994,1967,26502,2093,23492,2047
1600000US4727740,4727740,"Franklin city, Tennessee",26131,1263,16867,1596,9264,1398
1600000US4737640,4737640,"Jackson city, Tennessee",24983,1377,13414,1392,11569,1292
1600000US4740000,4740000,"Knoxville city, Tennessee",85467,2513,41816,2343,43651,2358
1600000US4748000,4748000,"Memphis city, Tennessee",247478,3642,123895,4121,123583,4433
1600000US4751560,4751560,"Murfreesboro city, Tennessee",41477,1583,19872,1762,21605,1477
1600000US4752006,4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",249102,3292,128079,3700,121023,3998
1600000US4801000,4801000,"Abilene city, Texas",42756,1592,22178,1649,20578,1741
1600000US4801924,4801924,"Allen city, Texas",28574,2059,21042,1916,7532,1417
1600000US4803000,4803000,"Amarillo city, Texas",74018,1407,45104,2027,28914,2200
1600000US4804000,4804000,"Arlington city, Texas",132941,3236,72997,3530,59944,2951
1600000US4804462,4804462,"Atascocita CDP, Texas",21107,2378,16686,1995,4421,1480
1600000US4805000,4805000,"Austin city, Texas",330838,4711,147758,4376,183080,4844
1600000US4806128,4806128,"Baytown city, Texas",25181,1631,16196,1466,8985,1530
1600000US4807000,4807000,"Beaumont city, Texas",45042,1715,25516,1784,19526,1899
1600000US4810768,4810768,"Brownsville city, Texas",52082,1858,32331,2081,19751,1718
1600000US4810912,4810912,"Bryan city, Texas",27010,1439,12557,1280,14453,1278
1600000US4813024,4813024,"Carrollton city, Texas",44446,2123,27386,1621,17060,1746
1600000US4815976,4815976,"College Station city, Texas",34900,1841,13789,1259,21111,2115
1600000US4817000,4817000,"Corpus Christi city, Texas",111078,2603,62280,2807,48798,2841
1600000US4819000,4819000,"Dallas city, Texas",463719,5838,196361,5226,267358,6437
1600000US4819972,4819972,"Denton city, Texas",42108,2251,20068,1559,22040,1966
1600000US4822660,4822660,"Edinburg city, Texas",26325,1488,16000,1570,10325,1411
1600000US4824000,4824000,"El Paso city, Texas",219578,2697,128104,3590,91474,3868
1600000US4826232,4826232,"Flower Mound town, Texas",21983,1217,18661,1502,3322,900
1600000US4827000,4827000,"Fort Worth city, Texas",268919,5025,152387,4713,116532,5166
1600000US4827684,4827684,"Frisco city, Texas",43031,1650,32540,1561,10491,1646
1600000US4829000,4829000,"Garland city, Texas",72355,2306,47246,2421,25109,2086
1600000US4830464,4830464,"Grand Prairie city, Texas",55558,2204,35817,2119,19741,2241
1600000US4832372,4832372,"Harlingen city, Texas",21585,1464,12277,1387,9308,1339
1600000US4835000,4835000,"Houston city, Texas",780364,9306,343902,7251,436462,8447
1600000US4837000,4837000,"Irving city, Texas",85392,2679,30555,1784,54837,2800
1600000US4839148,4839148,"Killeen city, Texas",45455,1993,22813,1835,22642,1812
1600000US4841464,4841464,"Laredo city, Texas",65445,1462,40628,1945,24817,2258
1600000US4841980,4841980,"League City city, Texas",33657,1972,24755,1851,8902,1708
1600000US4842508,4842508,"Lewisville city, Texas",40185,1810,17004,1338,23181,2117
1600000US4843888,4843888,"Longview city, Texas",28492,1431,15936,1311,12556,1309
1600000US4845000,4845000,"Lubbock city, Texas",89527,2251,47129,2527,42398,2706
1600000US4845384,4845384,"McAllen city, Texas",40960,2109,24155,2027,16805,1607
1600000US4845744,4845744,"McKinney city, Texas",46795,1895,32109,2043,14686,1800
1600000US4847892,4847892,"Mesquite city, Texas",46550,2183,27112,2024,19438,1807
1600000US4848072,4848072,"Midland city, Texas",41586,1355,25991,1610,15595,1719
1600000US4848768,4848768,"Mission city, Texas",23850,1486,16905,1791,6945,1377
1600000US4848804,4848804,"Missouri City city, Texas",23964,1396,20662,1350,3302,906
1600000US4852356,4852356,"North Richland Hills city, Texas",25198,1512,16142,1447,9056,1216
1600000US4853388,4853388,"Odessa city, Texas",37392,1522,24946,1623,12446,1571
1600000US4856000,4856000,"Pasadena city, Texas",48836,2248,26296,2013,22540,2056
1600000US4856348,4856348,"Pearland city, Texas",33106,1728,24948,2125,8158,1874
1600000US4857200,4857200,"Pharr city, Texas",21913,1767,12411,1709,9502,1550
1600000US4858016,4858016,"Plano city, Texas",99867,2785,64014,2747,35853,2083
1600000US4861796,4861796,"Richardson city, Texas",39317,1642,24416,1777,14901,1622
1600000US4863500,4863500,"Round Rock city, Texas",33621,1948,19391,1641,14230,1590
1600000US4864472,4864472,"San Angelo city, Texas",36636,1703,20265,1624,16371,1596
1600000US4865000,4865000,"San Antonio city, Texas",480693,5323,264368,6191,216325,5298
1600000US4870808,4870808,"Sugar Land city, Texas",25762,1520,21478,1572,4284,1203
1600000US4872176,4872176,"Temple city, Texas",24500,1483,14197,1242,10303,1488
1600000US4872656,4872656,"The Woodlands CDP, Texas",37645,3226,28682,2927,8963,1789
1600000US4874144,4874144,"Tyler city, Texas",38250,2209,20101,1617,18149,1952
1600000US4876000,4876000,"Waco city, Texas",45254,1763,22084,1577,23170,1754
1600000US4879000,4879000,"Wichita Falls city, Texas",37538,1956,20894,1648,16644,1978
1600000US4943660,4943660,"Layton city, Utah",22179,1102,16262,1282,5917,1145
1600000US4950150,4950150,"Millcreek CDP, Utah",24778,1573,14377,1177,10401,1255
1600000US4955980,4955980,"Ogden city, Utah",29471,1739,16937,1867,12534,1320
1600000US4957300,4957300,"Orem city, Utah",25299,1195,15788,1197,9511,1241
1600000US4962470,4962470,"Provo city, Utah",32632,1474,13369,1257,19263,1427
1600000US4965330,4965330,"St. George city, Utah",27034,1954,17223,1834,9811,1422
1600000US4967000,4967000,"Salt Lake City city, Utah",75556,2209,37380,2151,38176,2259
1600000US4967440,4967440,"Sandy city, Utah",28399,1295,22462,1440,5937,1125
1600000US4982950,4982950,"West Jordan city, Utah",32115,1774,23969,1843,8146,1510
1600000US4983470,4983470,"West Valley City city, Utah",36888,1537,26292,1744,10596,1392
1600000US5101000,5101000,"Alexandria city, Virginia",65468,1710,26210,1922,39258,2133
1600000US5103000,5103000,"Arlington CDP, Virginia",95369,2149,40017,2065,55352,2295
1600000US5114440,5114440,"Centreville CDP, Virginia",23740,1488,16254,1437,7486,1072
1600000US5116000,5116000,"Chesapeake city, Virginia",80343,1611,56351,2407,23992,2407
1600000US5121088,5121088,"Dale City CDP, Virginia",21147,1467,15034,1233,6113,1225
1600000US5135000,5135000,"Hampton city, Virginia",52797,1747,30148,1670,22649,2227
1600000US5147672,5147672,"Lynchburg city, Virginia",28000,1420,14614,1462,13386,1461
1600000US5156000,5156000,"Newport News city, Virginia",70446,1691,34967,1894,35479,2141
1600000US5157000,5157000,"Norfolk city, Virginia",86347,2086,36584,1657,49763,2335
1600000US5164000,5164000,"Portsmouth city, Virginia",36781,1136,19107,1199,17674,1517
1600000US5167000,5167000,"Richmond city, Virginia",83456,2202,36206,1792,47250,2307
1600000US5168000,5168000,"Roanoke city, Virginia",42134,1446,23180,1624,18954,1816
1600000US5176432,5176432,"Suffolk city, Virginia",30623,786,21819,1199,8804,1048
1600000US5182000,5182000,"Virginia Beach city, Virginia",165376,2131,102326,2841,63050,2871
1600000US5303180,5303180,"Auburn city, Washington",25863,1433,15777,1327,10086,1394
1600000US5305210,5305210,"Bellevue city, Washington",53387,1995,28742,1878,24645,2146
1600000US5305280,5305280,"Bellingham city, Washington",34993,1584,16051,1356,18942,1520
1600000US5322640,5322640,"Everett city, Washington",41062,2152,17195,1820,23867,1867
1600000US5323515,5323515,"Federal Way city, Washington",32960,1939,16952,1648,16008,1599
1600000US5335275,5335275,"Kennewick city, Washington",27634,1754,17669,1506,9965,1415
1600000US5335415,5335415,"Kent city, Washington",40869,2269,20669,1672,20200,1883
1600000US5353545,5353545,"Pasco city, Washington",18368,912,11534,1237,6834,1087
1600000US5357745,5357745,"Renton city, Washington",37863,2212,20131,1728,17732,2035
1600000US5363000,5363000,"Seattle city, Washington",289790,4363,132888,3805,156902,3821
1600000US5367000,5367000,"Spokane city, Washington",87692,2397,49167,2576,38525,2194
1600000US5367167,5367167,"Spokane Valley city, Washington",37224,1562,22455,1807,14769,1364
1600000US5370000,5370000,"Tacoma city, Washington",74723,2482,37497,2178,37226,2292
1600000US5374060,5374060,"Vancouver city, Washington",65293,2104,31466,1936,33827,2029
1600000US5380010,5380010,"Yakima city, Washington",33166,1565,18303,1401,14863,1468
1600000US5502375,5502375,"Appleton city, Wisconsin",28535,1436,19491,1301,9044,1115
1600000US5522300,5522300,"Eau Claire city, Wisconsin",27782,1126,14479,1054,13303,1255
1600000US5531000,5531000,"Green Bay city, Wisconsin",42555,1443,23624,1287,18931,1596
1600000US5539225,5539225,"Kenosha city, Wisconsin",37560,1268,21393,1710,16167,1697
1600000US5548000,5548000,"Madison city, Wisconsin",101379,2807,48798,2087,52581,2786
1600000US5553000,5553000,"Milwaukee city, Wisconsin",230960,3374,95432,3259,135528,3424
1600000US5560500,5560500,"Oshkosh city, Wisconsin",25904,1363,14232,1249,11672,1442
1600000US5566000,5566000,"Racine city, Wisconsin",30614,1498,16385,1412,14229,1507
1600000US5584250,5584250,"Waukesha city, Wisconsin",29722,1329,16433,1266,13289,1063
